model,hostname,accuracy,f1_score,precision,recall,roc_auc,fpr_at_90_recall,recall_at_10_fpr,true_positives,false_positives,true_negatives,false_negatives,caught_anomalies,missed_anomalies,false_alarms,total_test_samples,total_anomalies
Nearest Neighbors,25b3303,0.9876543209876543,0.0,0.0,0.0,0.4625,0.79,0.0,0,0,400,5,0,5,0,405,5
Linear SVM,25b3303,0.7851851851851852,0.0,0.0,0.0,0.508,0.74,0.2,0,82,318,5,0,5,82,405,5
RBF SVM,25b3303,0.6518518518518519,0.027586206896551724,0.014285714285714285,0.4,0.5515,0.86,0.2,2,138,262,3,2,3,138,405,5
Decision Tree,25b3303,0.7654320987654321,0.020618556701030927,0.010869565217391304,0.2,0.48624999999999996,0.85,0.2,1,91,309,4,1,4,91,405,5
Random Forest,25b3303,0.9876543209876543,0.0,0.0,0.0,0.21875,0.9475,0.0,0,0,400,5,0,5,0,405,5
AdaBoost,25b3303,0.9876543209876543,0.0,0.0,0.0,0.482,0.8125,0.2,0,0,400,5,0,5,0,405,5
Naive Bayes,25b3303,0.20493827160493827,0.030120481927710843,0.01529051987767584,1.0,0.49750000000000005,0.7275,0.0,5,322,78,0,5,0,322,405,5
Linear Classifier (Logistic Regression),953d46d,0.7146464646464646,0.03418803418803419,0.0196078431372549,0.13333333333333333,0.4026246719160105,0.9501312335958005,0.06666666666666667,2,100,281,13,2,13,100,396,15
Nearest Neighbors,953d46d,0.9343434343434344,0.0,0.0,0.0,0.5153105861767279,0.7742782152230971,0.13333333333333333,0,11,370,15,0,15,11,396,15
Linear SVM,953d46d,0.6060606060606061,0.04878048780487805,0.026845637583892617,0.26666666666666666,0.3970253718285214,0.9553805774278216,0.0,4,145,236,11,4,11,145,396,15
RBF SVM,953d46d,0.5555555555555556,0.043478260869565216,0.023668639053254437,0.26666666666666666,0.38792650918635163,0.958005249343832,0.06666666666666667,4,165,216,11,4,11,165,396,15
Decision Tree,953d46d,0.6792929292929293,0.045112781954887216,0.025423728813559324,0.2,0.463079615048119,0.8582677165354331,0.13333333333333333,3,115,266,12,3,12,115,396,15
Random Forest,953d46d,0.9621212121212122,0.0,0.0,0.0,0.494663167104112,0.937007874015748,0.13333333333333333,0,0,381,15,0,15,0,396,15
AdaBoost,953d46d,0.952020202020202,0.0,0.0,0.0,0.4696412948381452,0.7847769028871391,0.06666666666666667,0,4,377,15,0,15,4,396,15
Naive Bayes,953d46d,0.8585858585858586,0.034482758620689655,0.023255813953488372,0.06666666666666667,0.3564304461942257,0.9658792650918635,0.06666666666666667,1,42,339,14,1,14,42,396,15
Linear Classifier (Logistic Regression),5bf17fc,0.86875,0.08695652173913043,0.05,0.3333333333333333,0.445859872611465,0.9617834394904459,0.3333333333333333,1,19,138,2,1,2,19,160,3
Nearest Neighbors,5bf17fc,0.975,0.0,0.0,0.0,0.2898089171974522,0.7261146496815286,0.0,0,1,156,3,0,3,1,160,3
Linear SVM,5bf17fc,0.39375,0.020202020202020204,0.010416666666666666,0.3333333333333333,0.5774946921443735,1.0,0.3333333333333333,1,95,62,2,1,2,95,160,3
RBF SVM,5bf17fc,0.96875,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.22929936305732485,0.9936305732484076,0.0,2,4,153,1,2,1,4,160,3
Decision Tree,5bf17fc,0.95625,0.0,0.0,0.0,0.4872611464968153,0.5286624203821656,0.0,0,4,153,3,0,3,4,160,3
Random Forest,5bf17fc,0.98125,0.0,0.0,0.0,0.31422505307855625,0.9299363057324841,0.0,0,0,157,3,0,3,0,160,3
AdaBoost,5bf17fc,0.9625,0.0,0.0,0.0,0.3036093418259023,0.9617834394904459,0.0,0,3,154,3,0,3,3,160,3
Naive Bayes,5bf17fc,0.98125,0.4,0.5,0.3333333333333333,0.7685774946921444,0.6815286624203821,0.6666666666666666,1,1,156,2,1,2,1,160,3
Linear Classifier (Logistic Regression),29129b6,0.8528678304239401,0.0,0.0,0.0,0.4289029535864979,0.7620253164556962,0.0,0,53,342,6,0,6,53,401,6
Nearest Neighbors,29129b6,0.9850374064837906,0.0,0.0,0.0,0.5,0.9620253164556962,0.0,0,0,395,6,0,6,0,401,6
Linear SVM,29129b6,0.8403990024937655,0.0,0.0,0.0,0.5685654008438819,0.660759493670886,0.0,0,58,337,6,0,6,58,401,6
RBF SVM,29129b6,0.9800498753117207,0.0,0.0,0.0,0.6462025316455696,0.9924050632911392,0.16666666666666666,0,2,393,6,0,6,2,401,6
Decision Tree,29129b6,0.9650872817955112,0.0,0.0,0.0,0.489873417721519,0.9670886075949368,0.0,0,8,387,6,0,6,8,401,6
Random Forest,29129b6,0.9850374064837906,0.0,0.0,0.0,0.6388185654008439,0.6177215189873417,0.16666666666666666,0,0,395,6,0,6,0,401,6
AdaBoost,29129b6,0.9850374064837906,0.0,0.0,0.0,0.48122362869198315,0.9873417721518988,0.0,0,0,395,6,0,6,0,401,6
Naive Bayes,29129b6,0.27680798004987534,0.03333333333333333,0.017006802721088437,0.8333333333333334,0.39367088607594936,0.7468354430379747,0.0,5,289,106,1,5,1,289,401,6
