,ping_jitter,ping_latency,ping_low,ping_high,hostname,date,predictions,basic_ema_anomaly,dspot_anomaly,tuned_dspot_anomaly
0,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 00:00:30.000000000,False,False,False,False
1,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 03:00:30.000000000,False,False,False,False
2,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 06:00:30.000000000,False,False,False,False
3,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 09:00:30.000000000,False,False,False,False
4,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 12:00:30.000000000,False,False,False,False
5,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 15:00:30.000000000,False,False,False,False
6,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 18:00:30.000000000,False,False,False,False
7,6.322,21.648,13.289,25.195,09ccf4b,2025-04-16 21:00:30.000000000,False,False,False,False
8,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 00:00:30.000000000,False,False,False,False
9,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 03:00:30.000000000,False,False,False,False
10,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 06:00:30.000000000,False,False,False,False
11,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 09:00:30.000000000,False,False,False,False
12,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 12:00:30.000000000,False,False,False,False
13,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 15:00:30.000000000,False,False,False,False
14,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 18:00:30.000000000,False,False,False,False
15,6.322,21.648,13.289,25.195,09ccf4b,2025-04-17 21:00:30.000000000,False,False,False,False
16,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 00:00:30.000000000,False,False,False,False
17,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 03:00:30.000000000,False,False,False,False
18,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 06:00:30.000000000,False,False,False,False
19,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 09:00:30.000000000,False,False,False,False
20,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 12:00:30.000000000,False,False,False,False
21,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 15:00:30.000000000,False,False,False,False
22,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 18:00:30.000000000,False,False,False,False
23,6.322,21.648,13.289,25.195,09ccf4b,2025-04-18 21:00:30.000000000,False,False,False,False
24,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 00:00:30.000000000,False,False,False,False
25,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 03:00:30.000000000,False,False,False,False
26,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 06:00:30.000000000,False,False,False,False
27,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 09:00:30.000000000,False,False,False,False
28,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 12:00:30.000000000,False,False,False,False
29,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 15:00:30.000000000,False,False,False,False
30,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 18:00:30.000000000,False,False,False,False
31,6.322,21.648,13.289,25.195,09ccf4b,2025-04-19 21:00:30.000000000,False,False,False,False
32,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 00:00:30.000000000,False,False,False,False
33,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 03:00:30.000000000,False,False,False,False
34,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 06:00:30.000000000,False,False,False,False
35,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 09:00:30.000000000,False,False,False,False
36,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 12:00:30.000000000,False,False,False,False
37,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 15:00:30.000000000,False,False,False,False
38,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 18:00:30.000000000,False,False,False,False
39,6.322,21.648,13.289,25.195,09ccf4b,2025-04-20 21:00:30.000000000,False,False,False,False
40,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 00:00:30.000000000,False,False,False,False
41,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 03:00:30.000000000,False,False,False,False
42,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 06:00:30.000000000,False,False,False,False
43,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 09:00:30.000000000,False,False,False,False
44,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 12:00:30.000000000,False,False,False,False
45,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 15:00:30.000000000,False,False,False,False
46,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 18:00:30.000000000,False,False,False,False
47,6.322,21.648,13.289,25.195,09ccf4b,2025-04-21 21:00:30.000000000,False,False,False,False
48,6.322,21.648,13.289,25.195,09ccf4b,2025-04-22 00:00:30.000000000,False,False,False,False
49,6.322,21.648,13.289,25.195,09ccf4b,2025-04-22 03:00:30.000000000,False,False,False,False
50,6.322,21.648,13.289,25.195,09ccf4b,2025-04-22 06:00:30.000000000,False,False,False,False
51,6.322,21.648,13.289,25.195,09ccf4b,2025-04-22 09:00:30.000000000,False,False,False,False
52,5.954,22.452,18.895,25.981,09ccf4b,2025-04-22 12:00:29.000000000,False,False,False,False
53,7.304,23.635,16.448,26.746,09ccf4b,2025-04-22 15:00:31.000000000,False,True,False,False
54,5.959,18.566,14.263,25.431,09ccf4b,2025-04-22 15:30:31.000000000,False,False,False,False
55,5.671,24.339,12.874,25.895,09ccf4b,2025-04-22 18:00:36.000000000,False,True,False,False
56,4.112,23.215,16.481,27.149,09ccf4b,2025-04-22 18:30:33.000000000,False,False,False,False
57,6.618,22.918,12.999,26.512,09ccf4b,2025-04-22 21:00:33.000000000,False,False,False,False
58,7.391,19.113,15.774,26.88,09ccf4b,2025-04-22 21:30:26.000000000,False,False,False,False
59,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 00:00:30.000000000,False,False,False,False
60,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 03:00:30.000000000,False,False,False,False
61,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 06:00:30.000000000,False,False,False,False
62,5.671,24.339,12.874,25.895,09ccf4b,2025-04-23 09:00:30.000000000,False,True,False,False
63,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 12:00:30.000000000,False,False,False,False
64,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 15:00:30.000000000,False,False,False,False
65,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 18:00:30.000000000,False,False,False,False
66,6.322,21.648,13.289,25.195,09ccf4b,2025-04-23 21:00:30.000000000,False,False,False,False
67,6.322,21.648,13.289,25.195,09ccf4b,2025-04-24 00:00:30.000000000,False,False,False,False
68,6.322,21.648,13.289,25.195,09ccf4b,2025-04-24 03:00:30.000000000,False,False,False,False
69,6.322,21.648,13.289,25.195,09ccf4b,2025-04-24 06:00:30.000000000,False,False,False,False
70,6.322,21.648,13.289,25.195,09ccf4b,2025-04-24 09:00:30.000000000,False,False,False,False
71,6.322,21.648,13.289,25.195,09ccf4b,2025-04-24 12:00:30.000000000,False,False,False,False
72,6.618,22.918,12.999,26.512,09ccf4b,2025-04-24 15:00:30.000000000,False,False,False,False
73,6.618,22.918,12.999,26.512,09ccf4b,2025-04-24 18:00:30.000000000,False,False,False,False
74,6.618,22.918,12.999,26.512,09ccf4b,2025-04-24 21:00:30.000000000,False,False,False,False
75,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 00:00:30.000000000,False,False,False,False
76,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 03:00:30.000000000,False,False,False,False
77,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 06:00:30.000000000,False,False,False,False
78,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 09:00:30.000000000,False,False,False,False
79,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 12:00:30.000000000,False,False,False,False
80,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 15:00:30.000000000,False,False,False,False
81,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 18:00:30.000000000,False,False,False,False
82,6.618,22.918,12.999,26.512,09ccf4b,2025-04-25 21:00:30.000000000,False,False,False,False
83,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 00:00:30.000000000,False,False,False,False
84,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 03:00:30.000000000,False,False,False,False
85,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 06:00:30.000000000,False,False,False,False
86,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 09:00:30.000000000,False,False,False,False
87,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 12:00:30.000000000,False,False,False,False
88,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 15:00:30.000000000,False,False,False,False
89,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 18:00:30.000000000,False,False,False,False
90,6.618,22.918,12.999,26.512,09ccf4b,2025-04-26 21:00:30.000000000,False,False,False,False
91,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 00:00:30.000000000,False,False,False,False
92,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 03:00:30.000000000,False,False,False,False
93,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 06:00:30.000000000,False,False,False,False
94,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 09:00:30.000000000,False,False,False,False
95,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 12:00:30.000000000,False,False,False,False
96,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 15:00:30.000000000,False,False,False,False
97,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 18:00:30.000000000,False,False,False,False
98,6.618,22.918,12.999,26.512,09ccf4b,2025-04-27 21:00:30.000000000,False,False,False,False
99,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 00:00:30.000000000,False,False,False,False
100,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 03:00:30.000000000,False,False,False,False
101,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 06:00:30.000000000,False,False,False,False
102,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 09:00:30.000000000,False,False,False,False
103,6.322,21.648,13.289,25.195,09ccf4b,2025-04-28 12:00:30.000000000,False,False,False,False
104,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 15:00:30.000000000,False,False,False,False
105,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 18:00:30.000000000,False,False,False,False
106,6.618,22.918,12.999,26.512,09ccf4b,2025-04-28 21:00:30.000000000,False,False,False,False
107,5.671,24.339,12.874,25.895,09ccf4b,2025-04-29 00:00:30.000000000,False,True,False,False
108,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 03:00:30.000000000,False,False,False,False
109,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 06:00:30.000000000,False,False,False,False
110,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 09:00:30.000000000,False,False,False,False
111,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 12:00:30.000000000,False,False,False,False
112,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 15:00:30.000000000,False,False,False,False
113,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 18:00:30.000000000,False,False,False,False
114,6.618,22.918,12.999,26.512,09ccf4b,2025-04-29 21:00:30.000000000,False,False,False,False
115,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 00:00:30.000000000,False,False,False,False
116,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 03:00:30.000000000,False,False,False,False
117,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 06:00:27.000000000,False,False,False,False
118,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 09:00:27.000000000,False,False,False,False
119,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 12:00:27.000000000,False,False,False,False
120,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 15:00:27.000000000,False,False,False,False
121,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 18:00:27.000000000,False,False,False,False
122,6.618,22.918,12.999,26.512,09ccf4b,2025-04-30 21:00:27.000000000,False,False,False,False
123,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 00:00:33.000000000,False,False,False,False
124,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 03:00:25.000000000,False,False,False,False
125,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 06:00:46.000000000,False,False,False,False
126,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 09:00:55.000000000,False,False,False,False
127,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 12:00:33.000000000,False,False,False,False
128,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 15:00:45.000000000,False,False,False,False
129,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 18:00:45.000000000,False,False,False,False
130,6.618,22.918,12.999,26.512,09ccf4b,2025-05-27 21:00:33.000000000,False,False,False,False
131,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 00:00:55.000000000,False,False,False,False
132,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 03:00:28.000000000,False,False,False,False
133,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 06:00:39.000000000,False,False,False,False
134,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 09:00:55.000000000,False,False,False,False
135,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 12:00:33.000000000,False,False,False,False
136,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 15:00:45.000000000,False,False,False,False
137,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 18:00:22.000000000,False,False,False,False
138,6.618,22.918,12.999,26.512,09ccf4b,2025-05-28 21:00:45.000000000,False,False,False,False
139,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 00:00:55.000000000,False,False,False,False
140,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 03:00:45.000000000,False,False,False,False
141,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 06:00:33.000000000,False,False,False,False
142,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 09:00:45.000000000,False,False,False,False
143,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 12:00:33.000000000,False,False,False,False
144,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 15:00:45.000000000,False,False,False,False
145,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 18:00:44.000000000,False,False,False,False
146,6.618,22.918,12.999,26.512,09ccf4b,2025-05-29 21:00:30.000000000,False,False,False,False
147,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 00:00:20.000000000,False,False,False,False
148,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 03:00:40.000000000,False,False,False,False
149,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 06:00:20.000000000,False,False,False,False
150,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 09:00:27.000000000,False,False,False,False
151,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 12:00:38.000000000,False,False,False,False
152,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 15:00:50.000000000,False,False,False,False
153,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 18:00:52.000000000,False,False,False,False
154,6.618,22.918,12.999,26.512,09ccf4b,2025-05-30 21:00:52.000000000,False,False,False,False
155,6.618,22.918,12.999,26.512,09ccf4b,2025-05-31 00:00:09.000000000,False,False,False,False
156,6.618,22.918,12.999,26.512,09ccf4b,2025-05-31 03:00:11.000000000,False,False,False,False
157,6.618,22.918,12.999,26.512,09ccf4b,2025-05-31 06:00:33.000000000,False,False,False,False
158,6.618,22.918,12.999,26.512,09ccf4b,2025-05-31 09:00:09.000000000,False,False,False,False
159,6.618,22.918,12.999,26.512,09ccf4b,2025-05-31 12:00:22.000000000,False,False,False,False
160,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 00:00:22.000000000,False,False,False,False
161,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 03:00:35.000000000,False,False,False,False
162,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 06:00:30.000000000,False,False,False,False
163,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 09:00:25.000000000,False,False,False,False
164,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 12:00:35.000000000,False,False,False,False
165,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 15:00:35.000000000,False,False,False,False
166,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 18:00:35.000000000,False,False,False,False
167,6.618,22.918,12.999,26.512,09ccf4b,2025-06-01 21:00:20.000000000,False,False,False,False
168,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 00:00:32.000000000,False,False,False,False
169,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 03:00:55.000000000,False,False,False,False
170,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 06:00:35.000000000,False,False,False,False
171,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 09:00:20.000000000,False,False,False,False
172,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 12:00:10.000000000,False,False,False,False
173,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 15:00:15.000000000,False,False,False,False
174,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 18:00:22.000000000,False,False,False,False
175,6.618,22.918,12.999,26.512,09ccf4b,2025-06-02 21:00:15.000000000,False,False,False,False
176,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 00:00:22.000000000,False,False,False,False
177,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 03:00:45.000000000,False,False,False,False
178,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 06:00:20.000000000,False,False,False,False
179,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 09:00:22.000000000,False,False,False,False
180,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 12:00:33.000000000,False,False,False,False
181,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 15:00:42.000000000,False,False,False,False
182,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 18:00:09.000000000,False,False,False,False
183,6.618,22.918,12.999,26.512,09ccf4b,2025-06-03 21:00:42.000000000,False,False,False,False
184,6.618,22.918,12.999,26.512,09ccf4b,2025-06-04 00:00:09.000000000,False,False,False,False
185,6.618,22.918,12.999,26.512,09ccf4b,2025-06-04 03:00:11.000000000,False,False,False,False
186,6.618,22.918,12.999,26.512,09ccf4b,2025-06-04 06:00:22.000000000,False,False,False,False
187,6.618,22.918,12.999,26.512,09ccf4b,2025-06-04 09:00:34.000000000,False,False,False,False
188,6.618,22.918,12.999,26.512,09ccf4b,2025-06-05 09:00:42.500000000,False,False,False,False
189,6.618,22.918,12.999,26.512,09ccf4b,2025-06-05 12:00:53.000000000,False,False,False,False
190,6.618,22.918,12.999,26.512,09ccf4b,2025-06-05 15:00:43.000000000,False,False,False,False
191,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 00:00:43.000000000,False,False,False,False
192,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 03:00:22.000000000,False,False,False,False
193,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 06:00:52.000000000,False,False,False,False
194,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 09:00:50.000000000,False,False,False,False
195,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 12:00:52.000000000,False,False,False,False
196,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 15:00:33.000000000,False,False,False,False
197,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 18:00:50.000000000,False,False,False,False
198,6.618,22.918,12.999,26.512,09ccf4b,2025-06-06 21:00:33.000000000,False,False,False,False
199,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 00:00:51.000000000,False,False,False,False
200,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 03:00:56.000000000,False,False,False,False
201,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 06:00:51.000000000,False,False,False,False
202,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 09:00:52.000000000,False,False,False,False
203,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 12:00:56.000000000,False,False,False,False
204,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 15:00:53.000000000,False,False,False,False
205,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 18:00:34.000000000,False,False,False,False
206,6.618,22.918,12.999,26.512,09ccf4b,2025-06-07 21:00:56.000000000,False,False,False,False
207,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 00:00:53.000000000,False,False,False,False
208,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 03:00:51.000000000,False,False,False,False
209,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 06:00:53.000000000,False,False,False,False
210,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 09:00:56.000000000,False,False,False,False
211,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 12:00:51.000000000,False,False,False,False
212,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 15:00:56.000000000,False,False,False,False
213,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 18:00:54.000000000,False,False,False,False
214,6.618,22.918,12.999,26.512,09ccf4b,2025-06-08 21:00:51.000000000,False,False,False,False
215,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 00:00:52.000000000,False,False,False,False
216,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 03:00:51.000000000,False,False,False,False
217,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 06:00:54.000000000,False,False,False,False
218,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 09:00:52.000000000,False,False,False,False
219,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 12:00:50.000000000,False,False,False,False
220,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 15:00:51.000000000,False,False,False,False
221,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 18:00:51.000000000,False,False,False,False
222,6.618,22.918,12.999,26.512,09ccf4b,2025-06-09 21:00:50.000000000,False,False,False,False
223,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 00:00:51.000000000,False,False,False,False
224,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 03:00:55.000000000,False,False,False,False
225,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 06:00:51.000000000,False,False,False,False
226,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 09:00:55.000000000,False,False,False,False
227,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 15:00:55.000000000,False,False,False,False
228,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 18:00:51.000000000,False,False,False,False
229,6.618,22.918,12.999,26.512,09ccf4b,2025-06-10 21:00:55.000000000,False,False,False,False
230,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 00:00:51.000000000,False,False,False,False
231,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 03:00:54.000000000,False,False,False,False
232,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 06:00:51.000000000,False,False,False,False
233,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 09:00:54.000000000,False,False,False,False
234,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 12:00:52.000000000,False,False,False,False
235,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 15:00:51.000000000,False,False,False,False
236,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 18:00:52.000000000,False,False,False,False
237,6.618,22.918,12.999,26.512,09ccf4b,2025-06-11 21:00:51.000000000,False,False,False,False
238,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 00:00:50.000000000,False,False,False,False
239,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 03:00:49.000000000,False,False,False,False
240,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 06:00:51.000000000,False,False,False,False
241,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 09:00:52.000000000,False,False,False,False
242,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 12:00:49.000000000,False,False,False,False
243,6.618,22.918,12.999,26.512,09ccf4b,2025-06-12 18:00:49.000000000,False,False,False,False
244,6.618,22.918,12.999,26.512,09ccf4b,2025-06-13 00:00:49.000000000,False,False,False,False
245,6.618,22.918,12.999,26.512,09ccf4b,2025-06-13 09:00:49.000000000,False,False,False,False
246,6.618,22.918,12.999,26.512,09ccf4b,2025-06-13 12:00:51.000000000,False,False,False,False
247,6.618,22.918,12.999,26.512,09ccf4b,2025-06-13 15:00:29.000000000,False,False,False,False
248,6.618,22.918,12.999,26.512,09ccf4b,2025-06-13 18:00:51.000000000,False,False,False,False
249,6.618,22.918,12.999,26.512,09ccf4b,2025-06-14 00:00:52.000000000,False,False,False,False
250,6.618,22.918,12.999,26.512,09ccf4b,2025-06-14 09:00:49.000000000,False,False,False,False
251,6.618,22.918,12.999,26.512,09ccf4b,2025-06-14 18:00:49.000000000,False,False,False,False
252,6.618,22.918,12.999,26.512,09ccf4b,2025-06-15 09:00:52.000000000,False,False,False,False
253,6.618,22.918,12.999,26.512,09ccf4b,2025-06-15 12:00:52.000000000,False,False,False,False
254,6.618,22.918,12.999,26.512,09ccf4b,2025-06-15 18:00:49.000000000,False,False,False,False
255,6.618,22.918,12.999,26.512,09ccf4b,2025-06-15 21:00:52.000000000,False,False,False,False
256,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 00:00:49.000000000,False,False,False,False
257,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 03:00:39.000000000,False,False,False,False
258,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 06:00:29.000000000,False,False,False,False
259,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 09:00:51.000000000,False,False,False,False
260,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 12:00:52.000000000,False,False,False,False
261,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 15:00:41.000000000,False,False,False,False
262,6.618,22.918,12.999,26.512,09ccf4b,2025-06-16 21:00:41.000000000,False,False,False,False
263,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 00:00:52.000000000,False,False,False,False
264,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 03:00:51.000000000,False,False,False,False
265,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 06:00:41.000000000,False,False,False,False
266,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 09:00:53.000000000,False,False,False,False
267,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 12:00:53.000000000,False,False,False,False
268,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 15:00:56.000000000,False,False,False,False
269,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 18:00:51.000000000,False,False,False,False
270,6.618,22.918,12.999,26.512,09ccf4b,2025-06-17 21:00:41.000000000,False,False,False,False
271,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 00:00:28.000000000,False,False,False,False
272,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 03:00:48.000000000,False,False,False,False
273,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 06:00:28.000000000,False,False,False,False
274,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 09:00:48.000000000,False,False,False,False
275,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 12:00:38.000000000,False,False,False,False
276,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 15:00:51.000000000,False,False,False,False
277,6.618,22.918,12.999,26.512,09ccf4b,2025-06-18 18:00:54.000000000,False,False,False,False
