model,hostname,accuracy,f1_score,precision,recall,roc_auc,fpr_at_90_recall,recall_at_10_fpr,true_positives,false_positives,true_negatives,false_negatives,caught_anomalies,missed_anomalies,false_alarms,total_test_samples,total_anomalies
Linear SVM,5c5004f,0.608433734939759,0.4036697247706422,0.2682926829268293,0.8148148148148148,0.5871302957633893,0.9064748201438849,0.07407407407407407,22,60,79,5,22,5,60,166,27
RBF SVM,5c5004f,0.608433734939759,0.4036697247706422,0.2682926829268293,0.8148148148148148,0.6028510524913403,0.762589928057554,0.07407407407407407,22,60,79,5,22,5,60,166,27
Decision Tree,5c5004f,0.41566265060240964,0.0761904761904762,0.05128205128205128,0.14814814814814814,0.30788702371436183,0.9784172661870504,0.037037037037037035,4,74,65,23,4,23,74,166,27
Random Forest,5c5004f,0.8373493975903614,0.0,0.0,0.0,0.37703170796695973,0.8633093525179856,0.1111111111111111,0,0,139,27,0,27,0,166,27
AdaBoost,5c5004f,0.7289156626506024,0.11764705882352941,0.125,0.1111111111111111,0.46602717825739404,0.8848920863309353,0.07407407407407407,3,21,118,24,3,24,21,166,27
Naive Bayes,5c5004f,0.8313253012048193,0.0,0.0,0.0,0.24287236877164936,0.9784172661870504,0.037037037037037035,0,1,138,27,0,27,1,166,27
Linear Classifier (Logistic Regression),953d46d,0.38636363636363635,0.2334384858044164,0.13857677902621723,0.74,0.49852601156069365,0.8352601156069365,0.06,37,230,116,13,37,13,230,396,50
Nearest Neighbors,953d46d,0.8636363636363636,0.03571428571428571,0.16666666666666666,0.02,0.4770520231213873,0.7832369942196532,0.06,1,5,341,49,1,49,5,396,50
Linear SVM,953d46d,0.30303030303030304,0.2159090909090909,0.12582781456953643,0.76,0.50621387283237,0.9421965317919075,0.06,38,264,82,12,38,12,264,396,50
RBF SVM,953d46d,0.2601010101010101,0.20596205962059622,0.11912225705329153,0.76,0.40303468208092486,0.8872832369942196,0.02,38,281,65,12,38,12,281,396,50
Decision Tree,953d46d,0.6767676767676768,0.058823529411764705,0.046511627906976744,0.08,0.4246531791907514,0.8265895953757225,0.0,4,82,264,46,4,46,82,396,50
Random Forest,953d46d,0.8686868686868687,0.0,0.0,0.0,0.5582947976878613,0.815028901734104,0.16,0,2,344,50,0,50,2,396,50
AdaBoost,953d46d,0.8232323232323232,0.027777777777777776,0.045454545454545456,0.02,0.5331502890173411,0.8121387283236994,0.04,1,21,325,49,1,49,21,396,50
Naive Bayes,953d46d,0.5984848484848485,0.17616580310880828,0.11888111888111888,0.34,0.4934971098265896,0.9335260115606936,0.1,17,126,220,33,17,33,126,396,50
Linear Classifier (Logistic Regression),25b3303,0.6370370370370371,0.23036649214659685,0.2,0.2716049382716049,0.5535932022557536,0.7530864197530864,0.06172839506172839,22,88,236,59,22,59,88,405,81
Nearest Neighbors,25b3303,0.6765432098765433,0.1437908496732026,0.1527777777777778,0.13580246913580246,0.4770423715896967,0.9320987654320988,0.06172839506172839,11,61,263,70,11,70,61,405,81
Linear SVM,25b3303,0.5901234567901235,0.2169811320754717,0.17557251908396945,0.2839506172839506,0.510040390184423,0.8055555555555556,0.06172839506172839,23,108,216,58,23,58,108,405,81
RBF SVM,25b3303,0.691358024691358,0.3016759776536313,0.2755102040816326,0.3333333333333333,0.5963077274805669,0.7777777777777778,0.12345679012345678,27,71,253,54,27,54,71,405,81
Decision Tree,25b3303,0.654320987654321,0.19540229885057472,0.1827956989247312,0.20987654320987653,0.5217764060356653,0.9382716049382716,0.1111111111111111,17,76,248,64,17,64,76,405,81
Random Forest,25b3303,0.7432098765432099,0.10344827586206896,0.17142857142857143,0.07407407407407407,0.4289932937052279,0.8858024691358025,0.09876543209876543,6,29,295,75,6,75,29,405,81
AdaBoost,25b3303,0.7555555555555555,0.05714285714285714,0.125,0.037037037037037035,0.5122885230909922,0.9166666666666666,0.04938271604938271,3,21,303,78,3,78,21,405,81
Naive Bayes,25b3303,0.7555555555555555,0.2204724409448819,0.30434782608695654,0.1728395061728395,0.5896776406035664,0.8580246913580247,0.18518518518518517,14,32,292,67,14,67,32,405,81
Linear Classifier (Logistic Regression),5bf17fc,0.975,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9384288747346072,0.17197452229299362,0.6666666666666666,1,2,155,2,1,2,2,160,3
Nearest Neighbors,5bf17fc,0.975,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3927813163481953,0.9808917197452229,0.3333333333333333,1,2,155,2,1,2,2,160,3
Linear SVM,5bf17fc,0.975,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9554140127388535,0.11464968152866242,0.6666666666666666,1,2,155,2,1,2,2,160,3
RBF SVM,5bf17fc,0.96875,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.7091295116772823,0.8471337579617835,0.6666666666666666,2,4,153,1,2,1,4,160,3
Decision Tree,5bf17fc,0.8125,0.0,0.0,0.0,0.19851380042462843,0.9936305732484076,0.0,0,27,130,3,0,3,27,160,3
Random Forest,5bf17fc,0.98125,0.0,0.0,0.0,0.6772823779193206,0.9681528662420382,0.6666666666666666,0,0,157,3,0,3,0,160,3
AdaBoost,5bf17fc,0.975,0.0,0.0,0.0,0.6687898089171974,0.6114649681528662,0.3333333333333333,0,1,156,3,0,3,1,160,3
Naive Bayes,5bf17fc,0.98125,0.5714285714285714,0.5,0.6666666666666666,0.6878980891719746,0.910828025477707,0.6666666666666666,2,2,155,1,2,1,2,160,3
Linear Classifier (Logistic Regression),1a21874,0.9053254437869822,0.2,0.11764705882352941,0.6666666666666666,0.8062248995983936,0.5240963855421686,0.6666666666666666,2,15,151,1,2,1,15,169,3
Nearest Neighbors,1a21874,0.9704142011834319,0.2857142857142857,0.25,0.3333333333333333,0.8112449799196786,0.7891566265060241,0.6666666666666666,1,3,163,2,1,2,3,169,3
Linear SVM,1a21874,0.9053254437869822,0.2,0.11764705882352941,0.6666666666666666,0.8704819277108433,0.35542168674698793,0.6666666666666666,2,15,151,1,2,1,15,169,3
RBF SVM,1a21874,0.9053254437869822,0.2,0.11764705882352941,0.6666666666666666,0.8363453815261043,0.4578313253012048,0.6666666666666666,2,15,151,1,2,1,15,169,3
Decision Tree,1a21874,0.9822485207100592,0.0,0.0,0.0,0.21184738955823293,0.9759036144578314,0.0,0,0,166,3,0,3,0,169,3
Random Forest,1a21874,0.9822485207100592,0.0,0.0,0.0,0.5271084337349398,0.9397590361445783,0.3333333333333333,0,0,166,3,0,3,0,169,3
AdaBoost,1a21874,0.9763313609467456,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5512048192771084,0.9457831325301205,0.3333333333333333,1,2,164,2,1,2,2,169,3
Naive Bayes,1a21874,0.9822485207100592,0.0,0.0,0.0,0.45783132530120485,0.8855421686746988,0.0,0,0,166,3,0,3,0,169,3
Linear Classifier (Logistic Regression),29129b6,0.6458852867830424,0.2755102040816326,0.30337078651685395,0.2523364485981308,0.5404030771186978,0.8605442176870748,0.08411214953271028,27,62,232,80,27,80,62,401,107
Nearest Neighbors,29129b6,0.7082294264339152,0.20408163265306123,0.375,0.14018691588785046,0.5457435310572827,0.8605442176870748,0.1588785046728972,15,25,269,92,15,92,25,401,107
Linear SVM,29129b6,0.5785536159600998,0.32669322709163345,0.2847222222222222,0.38317757009345793,0.5234598512302117,0.8741496598639455,0.102803738317757,41,103,191,66,41,66,103,401,107
RBF SVM,29129b6,0.4937655860349127,0.4046920821114369,0.2948717948717949,0.6448598130841121,0.5415474601055376,0.8843537414965986,0.102803738317757,69,165,129,38,69,38,165,401,107
Decision Tree,29129b6,0.5486284289276808,0.39057239057239057,0.30526315789473685,0.5420560747663551,0.5570443130523237,0.8605442176870748,0.12149532710280374,58,132,162,49,58,49,132,401,107
Random Forest,29129b6,0.7331670822942643,0.01834862385321101,0.5,0.009345794392523364,0.5429143620064848,0.891156462585034,0.09345794392523364,1,1,293,106,1,106,1,401,107
AdaBoost,29129b6,0.7007481296758105,0.09090909090909091,0.24,0.056074766355140186,0.4540021616123085,0.9081632653061225,0.07476635514018691,6,19,275,101,6,101,19,401,107
Naive Bayes,29129b6,0.6209476309226932,0.2621359223300971,0.2727272727272727,0.2523364485981308,0.4869985377328502,0.8945578231292517,0.1308411214953271,27,72,222,80,27,80,72,401,107
Linear Classifier (Logistic Regression),9dc32f2,0.504950495049505,0.3902439024390244,0.3004694835680751,0.5565217391304348,0.5438242816308109,0.8961937716262975,0.13043478260869565,64,149,140,51,64,51,149,404,115
Nearest Neighbors,9dc32f2,0.6831683168316832,0.2289156626506024,0.37254901960784315,0.16521739130434782,0.4994734466676697,0.8996539792387543,0.14782608695652175,19,32,257,96,19,96,32,404,115
Linear SVM,9dc32f2,0.6262376237623762,0.29767441860465116,0.32,0.2782608695652174,0.515209869113886,0.889273356401384,0.06956521739130435,32,68,221,83,32,83,68,404,115
RBF SVM,9dc32f2,0.29455445544554454,0.4400785854616896,0.28426395939086296,0.9739130434782609,0.5637129532119753,0.8512110726643599,0.09565217391304348,112,282,7,3,112,3,282,404,115
Decision Tree,9dc32f2,0.3688118811881188,0.36724565756823824,0.2569444444444444,0.6434782608695652,0.46568376711298326,0.9342560553633218,0.14782608695652175,74,214,75,41,74,41,214,404,115
Random Forest,9dc32f2,0.7054455445544554,0.13138686131386862,0.4090909090909091,0.0782608695652174,0.48364675793591094,0.889273356401384,0.14782608695652175,9,13,276,106,9,106,13,404,115
AdaBoost,9dc32f2,0.6658415841584159,0.12903225806451613,0.25,0.08695652173913043,0.46848202196479616,0.8996539792387543,0.08695652173913043,10,30,259,105,10,105,30,404,115
Naive Bayes,9dc32f2,0.5717821782178217,0.4135593220338983,0.3388888888888889,0.5304347826086957,0.5784564465172258,0.9238754325259516,0.20869565217391303,61,119,170,54,61,54,119,404,115
